,artist,biography,listeners,playcount
113,Alannah Myles,"Alannah Myles (née Byles; born in Toronto on 25 December 1958) is a Canadian singer/songwriter who has won both a Grammy and a Juno Award for her 1989 recording of the song “Black Velvet” that, in 1990, was a top-ten hit in Canada and a number one hit on the U.S. Billboard Hot 100.

As a young girl, Myles competed as an equestrian in Canada's prestigious Royal Winter Fair later studying to be a graphic artist, actor, stunt model, make up artist and wardrobe stylist to pay for her true calling, music. Read more on Last.fm",512136,3635661
114,Jan Pieterszoon Sweelinck,"Jan Pieterszoon Sweelinck (April or May, 1562–October 16, 1621) was a Dutch composer, organist, and pedagogue whose work straddled the end of the Renaissance and beginning of the Baroque eras.

He was born in Deventer, Netherlands and died in Amsterdam. Many of his family were musicians—principally organists—and he is known to have studied with Jan Willemszoon Lossy as well as Zarlino, the famous composer and theorist, in Venice.

Sweelinck represents the highest development of the Dutch keyboard school Read more on Last.fm",29202,192101
115,Macumbazilla,Read more on Last.fm,321,3108
116,The Dominoes,"Billy Ward and His Dominoes were one of the top American R&B groups of the 1950s, and launched the careers of both Clyde McPhatter and Jackie Wilson.

Billy Ward (born Robert L. Williams, 19 September 1921, Savannah, Georgia—died 16 February 2002, Inglewood, California) grew up in Philadelphia, the second of three sons of Charles Williams and Cora Bates Williams, and was a child musical prodigy, winning an award for a piano composition at the age of 14. Read more on Last.fm",31738,111495
117,Ratas Rabiosas,Read more on Last.fm,4899,54495
118,Ryan Voio,Read more on Last.fm,227,2183
119,La Cabra Mecanica,Rumba catalana and flamenco fusion. Read more on Last.fm,10245,100142
120,Swapnil Bandodkar,Read more on Last.fm,3626,38469
121,flowless,Read more on Last.fm,42912,111476
122,Jitendra Tomkyal,Read more on Last.fm,134,661
123,José Catire Carpio,Read more on Last.fm,187,560
124,Raissa,"Raissa Khan-Panni was brought up in South London. At an early age, Raissa was encouraged by her parents to follow a career in music. She started busking in central London on the oboe.
  
At the age of 18, Raissa started travelling around eastern Europe, and in the early 90's found herself in Bristol, where she met Paul Sandrone and Dan Birch, who had been working together for six years. Raissa met Paul at a party where he was ""playing some dodgy tunes on the guitar"". Read more on Last.fm",43979,310608
125,Ivo Mojzer,Read more on Last.fm,461,3174
126,Percy Sledge,"Percy Sledge (born 25 November 1940 in Leighton, Alabama; died 14 April 2015 in Baton Rouge) was an American R&B and soul performer who most notably recorded the single ""When a Man Loves a Woman"" in 1966, an international top 40 hit that the RIAA has certified as gold. Having achieved his best successes in the mid-to-late 60s and early 70s with a series of emotional soul songs, in his later years he received the Rhythm and Blues Foundation's Career Achievement Award and was inducted in 2005 into the Rock and Roll Hall of Fame. Read more on Last.fm",615432,3278258
127,De Portables,"De portables were a Belgian rock band formed in Ghent in 1996, who are steadily becoming one of the most commercially successful and critically acclaimed acts in the history of popular music. Since their international stardom, the group consists of Jürgen De Blonde (guitar, vocals, keyboards), Bertrand Lafontaine (guitar, bass guitar, vocals), Ingwio ""Wio"" D’Hespeel (guitar, drums, vocals) and Hans Gruyaert (drums, guitar, vocals). Rooted in postrock and 1990s indierock Read more on Last.fm",6487,90372
128,Los Muecas,"Los Muecas

The meaning of their name in English is equivalent to The Faces or The Facial-Gestures. This band  has been very popular along the Americas as one of the ""Grupos Consagrados"" of the Romantic Wave in the 70's. It was formed in Mexicali, Baja California Norte, México. Their Front-Man and Original- Vocalist  was Jose Refugio ""Artemio"" Perez Ramirez. (Recorded 1967-1975). His Mellow/High-Pitch makes him the band's ICON, and the good reason to buy their Music. Read more on Last.fm",9318,61629
129,Rodrigo Haddad,Read more on Last.fm,269,7452
130,Corazones Muertos,"At the beginning of this century something happened to the Argentinian Rock scene. A bunch of rockers with their horn shaped guitars and stone hearts got together and released what was the first steps of Corazones Muertos, which would become reference to NY Dolls, Ramones, Hanoi Rock, Sex Pistols, Dead Boys and  Johnny Thunders and the Heartbreakers fans. 

From 2001 to 2005, Corazones Muertos released the EP “… no corras mas…”(2001), the single “Los Perros” (2002) Read more on Last.fm",443,5467
131,Boozoo Bajou,"Boozoo Bajou is a musical duo from Germany. They are noted for their distinct blend of Cajun sounds with island rhythms. 2014 saw the release of their latest album, 4. The Nuremberg natives behind the music are Peter Heider and Florian Seyberth. Boozoo Bajou's first album, Satta, was released in 2001. The list of Boozoo Bajou remixes for other artists include Common, Tosca, Trüby Trio, and Tony Joe White.

Summer 2001: On the Nuremberg based Downbeat/Lounge/Nu Read more on Last.fm",542599,6693399
132,Polvö,Read more on Last.fm,304,1067
133,Joonas Widenius Trio,Read more on Last.fm,115,1088
134,Morgana King,"Morgana King (June 4, 1930 – March 22, 2018) was an American jazz singer and actress. She began singing at a young age and a professional singing career at sixteen years old. In her twenties, she was singing at a Greenwich Village nightclub when she was recognized for her unique phrasing and vocal range, described as a four-octave contralto range. She was signed to a label and began recording solo albums. She recorded dozens of albums well into the late 1990s. Read more on Last.fm",28963,114083
135,Amit Aashik,Read more on Last.fm,11,41
136,Simple Plan,"Simple Plan are a pop punk band from Montréal, Québec, Canada, formed in 1999. The band members are Pierre Bouvier (lead vocals), Jeff Stinco (lead guitar), Sébastien Lefebvre (rhythm guitar, backing vocals) and Chuck Comeau (drums, percussion). They have released six studio albums: No Pads, No Helmets… Just Balls (2002), Still Not Getting Any (2004), Simple Plan (2008), Get Your Heart On! (2011), Taking One for the Team (2016),  Harder Than It Looks (2022)  and a EP titled Get Your Heart On - The Second Coming! (2013). Read more on Last.fm",2459606,62591845
137,E.R.I,Read more on Last.fm,912,4295
138,Dj Nenê Do Rincão,Read more on Last.fm,75,151
139,Annie Cordy,"Baroness Léonie Cooreman, known under the stage name Annie Cordy (born 16 June 1928), is a Belgian film actress and singer. She has appeared in 50 films since 1954. She has staged many memorable appearances at Bruno Coquatrix' famous Paris Olympia. Her version of ""La Ballade de Davy Crockett"" was number 1 in the charts for five weeks in France in August 1956.

She was born in Laeken, Belgium, where in 2004, King Albert II of Belgium bestowed upon her the title of Baroness in recognition for her life's achievements. Read more on Last.fm",22696,119000
140,Marino Marini,"Born in 1924 (four years after Renato Carosone, and four years before Domenico Modugno) in a family of musicians, Marino Marini graduated from the Conservatorio di Bologna and made a difficult living by teaching music, until called by the army. In 1947, while being appointed artistic director of the Metropolitan music-hall in Napoli, he tried various forms of musical ensembles. However, his posting in that city was for him a revelation: he felt he was re-born to the Neapolitan music Read more on Last.fm",55164,282389
141,Növa,Read more on Last.fm,129,15678
142,Yuvraj Mewadi,Read more on Last.fm,69,190
143,The Robert Cray Band,"Robert Cray is an American blues guitarist, composer and singer.
With bassist Richard Cousins, keyboardist Peter Boe and drummer Tom Murphy, they launched The Robert Cray Band in 1980 with ""Who's Been Talkin"". The album was recorded during constant touring in the U.S. in 1978. The record was initially shelved for two years, being eventually issued by the short-lived Tomato label (whose licence was picked up by ""Atlantic Records"" (U.S.) and ""Charly"" in the UK. Read more on Last.fm",69799,605727
144,Balli Mohanwadi,Read more on Last.fm,46,183
145,The Oak Ridge Boys,"The Oak Ridge Boys is an American country and gospel vocal quartet originating in Oak Ridge, Tennessee. The four-part harmonies and upbeat songs of band has spawned dozens of country hits and a #1 pop smash, earning them Grammy, Dove, CMA and ACM awards, and garnering a host of other industry and fan accolades. 

The group was founded in 1943 as the Oak Ridge Quartet. They became popular in Southern gospel during the 1950s. Their name was changed to The Oak Ridge Boys in the early 1960s Read more on Last.fm",108409,1151953
146,Marco Klarck,Read more on Last.fm,81,942
147,Ik Baaz,Read more on Last.fm,129,1797
148,Benny,"There are multiple artist called Benny:

1. Benny the Butcher, a hip-hop artist from Buffalo, NY, currently signed to Griselda & Shady Records.
2. Benny Ibarra De Llano, a singer, musician, producer and actor from Mexico.
3. A Hip-Hop artist from Boston, MA.
4. A punk band from Boston, UK.
5. Benny Schnier, a German Schlager singer.
6. Resident DJ of Belgian clubs Kokorico & Balmoral
7. J-Pop Girlgroup

1. Benny (a.k.a Benny the Butcher, B.E.N.N.Y. Read more on Last.fm",123578,963469
149,Mahesh Ranjan Shome,Read more on Last.fm,161,1185
150,Mimis Plessas,Read more on Last.fm,6770,32777
151,Taurus the Rapper,Read more on Last.fm,2,4
152,Kim,"There are many artists using this name:

1) KIM is a stoner sludge metal band from Turkmenistan.

2) Kim was born in Paris in 1990 on the 6th of March - Her origins are Spanish and Martinican. She debuted on the music scene on 2004 at the Fête de la Musique. There are various international influences, including Caribbean music; she is signed to the label SECTION ZOUK. She usually performs R&B.

3) K.I.M is an Australian producer/drummer/programmer and a member of The Presets. Read more on Last.fm",130830,1028886
153,Jonna Torres,Read more on Last.fm,2125,9815
154,Bullet Raja,Read more on Last.fm,192,723
155,Paraisso,Read more on Last.fm,615,2308
156,Celtic Thunder,"Celtic Thunder is a singing group composed of  male soloists Keith Harkin, Ryan Kelly, Neil Byrne - who  played guitar and sang backup on the albums before he joined,   Damian McGinty,   Emmett O'Hanlon, and Colm Keegan. And, formerly, Tenor Paul Byrom, Emmet Cahill, and George Donaldson, as well as   Daniel Furlong, (who was a special guest star), who perform both solo and ensemble numbers. 

Celtic Thunder debuted in August 2007 at the Helix in Dublin Read more on Last.fm",56577,896900
157,Howard McGhee,"Howard McGhee (b March 6, 1918 Tulsa, OK - d July 17, 1987 New York City) was one of the very first bebop jazz trumpeters, together with Dizzy Gillespie, Fats Navarro and Idrees Sulieman. He was known for lightning-fast fingers and very high notes. What is generally not known is the influence that he had on younger hard bop trumpeters, together with Fats Navarro.

Howard McGhee was raised in Detroit. During his career, he played in bands led by Lionel Hampton, Andy Kirk, Count Basie and Charlie Barnet. Read more on Last.fm",15337,82826
