,artist,biography,listeners,playcount
80,Bryson Tiller,"Bryson Tiller (born January 2, 1993) is an American singer-songwriter from Louisville, Kentucky. Early approval from Timbaland and Drake boosted the career of Bryson Tiller, a contemporary R&B songwriter and singer -- a self-termed ""trap soul"" artist who also raps -- from Louisville, Kentucky. Tiller made waves with SoundCloud uploads like ""Don't,"" ""Break Bread,"" ""Let 'Em Know,"" and ""Sorry Not Sorry."" ""Don't,"" a sparse ballad, was given an official release in May 2015. Read more on Last.fm",1528732,88104292
81,Normani,"Normani Kordei Hamilton is an American singer and dancer. She auditioned as a solo act for the American television series The X Factor in 2012, after which she became a member of the girl group Fifth Harmony. While in Fifth Harmony, Normani competed in Dancing with the Stars (2017) and released her first song outside of the group ""Love Lies (with Normani)"" (2018), a duet with Khalid which peaked in the top ten in the US and was certified 5x platinum by RIAA. Read more on Last.fm",743219,21119479
82,The Rolling Stones,"The Rolling Stones is an English rock band formed in London in 1962. Active for six decades, they are one of the most popular and enduring bands of the rock era. In the early 1960s, the Rolling Stones pioneered the gritty, rhythmically driven sound that came to define hard rock. Their first stable line-up consisted of vocalist Mick Jagger, multi-instrumentalist Brian Jones, guitarist Keith Richards, bassist Bill Wyman, and drummer Charlie Watts. During their formative years Read more on Last.fm",5589108,259493859
83,Oracle Sisters,"Based in Paris, Oracle Sisters is composed of childhood friends Lewis Lazar and Christopher Willatt, and Finnish musician Julia Johansen. The band’s two EPs, Paris I and Paris II, were released to critical acclaim in 2020 and 2021. Paris I & II have streamed over 25 million times by fans across the globe who have fallen in love with their otherworldly melodies. Their debut album, Hydranism was released in early 2023. Recorded on a remote island during the pandemic Read more on Last.fm",262156,2446576
84,NEIKED,"The Swedish experimental pop collective NEIKED seduced listeners around the world with their 2016 dance-pop come-on “Sexual.”

• NEIKED is the brainchild of singer, songwriter, and producer Victor Rådström. The Stockholm native formed a collective of singers, songwriters, and producers to release songs that were “too bold or different” for other artists.
• The collective’s breakthrough came with the 2016 single “Sexual,” featuring English singer-songwriter Dyo. Read more on Last.fm",719668,7334444
85,RAYE,"Hailing from South London, more specifically Croydon, RAYE (real name - Rachel Keen) is a British singer-songwriter. Aside from writing hits for other artists, RAYE has bounced between R&B, pop and dance music in regards to her own discography. Her debut album and one of her first independent releases ""'My 21st Century Blues'', was released on February 3 2023.

RAYE’s debut EP 'Welcome To The Winter' was released in 2014 and was comprised of predominantly R&B sounds. Read more on Last.fm",1319412,38031261
86,Martin Landström,"Since moving to Stockholm in the late nineties Martin Landström (a.k.a Martin Persson) is regarded as one of the hardest working musicians/arrangers/producers in the business. His track record includes over 400 songs as arranger for the TV-show “Glee”, In-house producer for the most popular television programme in Sweden “Melodifestivalen”, touring musician with Belgian/Canadian artist Lara Fabian, arranging and composing alongside Rasmus Faber for the Japanese anime show “Asterisk Wars” Read more on Last.fm",145581,747575
87,Ojerime,"South London raised artist Ojerime has been a shining light in the UK’s music scene for a while now. With a handful of projects under her belt in the form of ‘Ojerime: The Silhouette’. ‘Fang 2001’ and ‘4U’, the singer/songwriter has continually impressed with her brand of 90’s R&B inspired gems, which culminate on 2020’s ‘B4 I Breakdown’ mixtape. Featuring highlights like ‘Give It Up 2 Me’, ‘Empty’ and ‘Whiskey Demo’. Read more on Last.fm",274562,4279808
88,Gary Bartz,"Gary Bartz (born in 1940) is an American alto and soprano saxophonist.

Since graduating from The Juilliard School he has worked with Charles Mingus, Art Blakey & The Jazz Messengers, Miles Davis, McCoy Tyner, Max Roach, and Jackie McLean, as well as performing and recording with his own groups, among them the Gary Bartz NTU Troop, which combined soul, funk, African folk music, hard bop, and avant-garde jazz.

In 2005, Bartz won a Grammy for playing on McCoy Tyner's album Illuminations. Read more on Last.fm",93799,520847
89,Cleo Sol,"Cleo Sol was born to musical parents who met in a Jazz band. Her Mum, half Serbian and Spanish, is a singer and plays the guitar and flute. Cleo’s Jamaican Dad plays the bass and piano. Cleo quickly became the singer in the family, jostling for attention amongst seven other siblings, she received a second hand karaoke player from her mum which gave her a platform to display her early talents to her musical family.

It was Stevie Wonder’s ‘Don’t Read more on Last.fm",569812,13132198
90,Post Malone,"Austin Richard Post, known professionally as Post Malone, is an American rapper, singer, songwriter, record producer, and actor, born on July 4, 1995. He is recognized for blending a variety of music genres, including hip-hop, pop, R&B, trap, and country. His stage name was created by entering his birth name into a rap name generator.

Post Malone began his music career in 2011 and gained significant attention with his debut single ""White Iverson"" in 2015, which peaked at number 14 on the Billboard Hot 100. Read more on Last.fm",3261062,301617758
91,Funky Times,Funky Times is made up by Julius & Leo Imhäuser and Julia Lange. They are a funk trio from Germany Read more on Last.fm,38530,256448
92,Kevin Walkman,Read more on Last.fm,139953,2499769
93,Les Sabler,"Les Sabler is a passionate, vital guitarist from Sarasota, Florida (U.S.A.) who describes his style as jazz, Latin, rock and pop influenced guitar music, as documented on his latest release, ""Time For Love"". His guitars of choice include a Fender Strat Ultra and a '68 Gibson ES335. Sabler has played guitar since 1966, and openly affirms his career goal, ""To continue to record and release recordings that reflect my passion and to continue to perform live with my group."" Read more on Last.fm",13815,96836
94,Panchiko,"Panchiko are an English alternative rock band formed in Nottingham, England in 1997, originally consisting of lead vocalist and guitarist Owain Davies, guitarist and keyboardist Andrew ""Andy"" Wright, bassist Shaun Ferreday, and a drummer named John. Panchiko's members were childhood friends with cheap equipment, who founded the band in 1997 as teenagers. On 21 July 2016, a 4chan user reported that they had found a copy of D>E>A>T>H>M>E>T>A>L in an Oxfam charity store in Sherwood, Nottingham. Read more on Last.fm",914371,59019213
95,Nea,"1) Nea is a Swedish singer, whose single ""Some Say"" became a hit in Scandinavian countries in 2019.
2) NEA is a heavy psych/stoner/post rock band formed in Budapest, late 2013.
3) Nea is a finnish singer, member of Tiktak.
4) Nea is also a House producer from the US, released one EP in 1990.
5) Japanese Speedcore producer.
6) German Hip Hop producer.
7) Nea is an alias of Latvian composer Imants Kalniņš.
8) Nea (nearocker) is a Finnish hyperflip/hardstyle producer. Read more on Last.fm",224498,2126955
96,The Bridge City Sinners,"From the misty, pine-covered hills of the Pacific Northwest hail the Bridge City Sinners, who span the continuum from prohibition era jazz to Appalachian death folk. This traditional string band line up bends the meaning of the word genre, Playing festivals from Punk Rock Bowling, to Muddy Roots, to Oregon’s Bluegrass String Summit. They started their journey by busking on sidewalks across the country and  now this supergroup of musicians find themselves on the national tour circuit. Read more on Last.fm",67268,1592665
97,Athletic Progression,"An experimental jazz / hiphop trio from Aarhus, Denmark, consisting of Jonas Cook (keys), Justo Gambula (bass) and Jonathan Jull Ludvigsen (drums). Read more on Last.fm",174435,1639985
98,Khruangbin,"Khruangbin (IPA: /ˈkɹʌŋbɪn/) is an American three-piece band from Houston, Texas, formed of Laura Lee on bass, Mark Speer on guitar, and Donald Johnson on drums. The trio's first single 'A Calf Born In Winter' was released in May 2014 by Late Night Tales offshoot Night Time Stories, and saw support from DJs Zane Lowe, Cerys Matthews, Tom Ravenscroft, Gideon Coe and magazines as musically diverse as Test Pressing, For Folks Sake, i-D, The 405 and Ransom Note. Read more on Last.fm",979240,41614790
99,BTS,"BTS (Korean: 방탄소년단; RR: Bangtan Sonyeondan), also known as the Bangtan Boys, is a seven-member South Korean boy band formed in Seoul in 2013. The septet co-writes and produces much of their output. Originally a hip hop group, their musical style has evolved to include a wide range of genres. Their lyrics, often focused on personal and social commentary, touch on the themes of mental health, troubles of school-age youth, loss, the journey towards loving oneself, and individualism. Read more on Last.fm",2115227,2439204936
